SK_ID_CURR,TARJETA_ID,ERROR_RECONSTRUCCION,TARGET_PRESTAMO,NUM_TRANSACCIONES,NUM_FRAUDES_DETECTADOS,TASA_FRAUDE,MONTO_PROMEDIO_TRANS,TOTAL_INCONSISTENCIAS,SOBREENDEUDAMIENTO,TIENE_CIRCULO_RIESGOSO,RATIO_CREDITO_INGRESO,EDAD,SCORE_RIESGO,NIVEL_ANOMALIA
114967,TC_114967_1,66.26049395454577,1.0,485,10,2.0618556701030926,4268.151038910952,1.0,0.0,0.0,0.0048076153846153,34.56164383561644,6640.173106794782,Muy Alto
114967,TC_114967_2,66.26049395454577,1.0,238,3,1.2605042016806722,2819.483198868324,1.0,0.0,0.0,0.0048076153846153,34.56164383561644,6638.570403857938,Muy Alto
114967,TC_114967_3,66.26049395454577,1.0,264,1,0.3787878787878788,4947.437577717802,1.0,0.0,0.0,0.0048076153846153,34.56164383561644,6636.806971212152,Muy Alto
336147,TC_336147_1,8.961299899447448,0.0,199,0,0.0,5061.142541520961,0.0,0.0,0.0,0.0374998125009374,43.02465753424657,896.1299899447448,Alto
336147,TC_336147_2,8.961299899447448,0.0,463,2,0.4319654427645789,1779.5866757831366,0.0,0.0,0.0,0.0374998125009374,43.02465753424657,896.993920830274,Alto
336147,TC_336147_3,8.961299899447448,0.0,326,3,0.9202453987730062,4390.792949966307,0.0,0.0,0.0,0.0374998125009374,43.02465753424657,897.9704807422909,Alto
385674,TC_385674_1,8.061152084146379,0.0,285,1,0.3508771929824561,8015.0422356286645,1.0,0.0,0.0,0.103741,37.12602739726027,816.8169628006028,Alto
124157,TC_124157_1,6.250612349254003,1.0,219,2,0.91324200913242,21221.618581817205,1.0,1.0,1.0,84.73684210526316,58.95068493150685,656.8877189436652,Alto
124157,TC_124157_2,6.250612349254003,1.0,320,7,2.1875,17532.71956878944,1.0,1.0,1.0,84.73684210526316,58.95068493150685,659.4362349254003,Alto
124157,TC_124157_3,6.250612349254003,1.0,100,2,2.0,21406.970972709492,1.0,1.0,1.0,84.73684210526316,58.95068493150685,659.0612349254003,Alto
313127,TC_313127_1,5.906620591323713,0.0,180,6,3.3333333333333335,5769.441956304914,2.0,1.0,0.0,18.0,55.63835616438356,637.3287257990379,Medio
190160,TC_190160_1,5.0989614384632445,0.0,216,1,0.4629629629629629,13570.650193655638,1.0,0.0,0.0,0.159059,45.0,520.8220697722504,Medio
252084,TC_252084_1,3.8826718772838578,0.0,291,2,0.6872852233676976,904.469321189808,0.0,0.0,0.0,0.11716,52.989041095890414,389.64175817512114,Medio
252084,TC_252084_2,3.8826718772838578,0.0,435,4,0.9195402298850575,3923.6021696168004,0.0,0.0,0.0,0.11716,52.989041095890414,390.10626818815587,Medio
219563,TC_219563_1,3.10383185172934,0.0,477,6,1.257861635220126,2946.3675525831727,1.0,0.0,0.0,0.5,29.528767123287672,322.8989084433743,Bajo
219563,TC_219563_2,3.10383185172934,0.0,255,2,0.7843137254901961,5940.2807777082635,1.0,0.0,0.0,0.5,29.528767123287672,321.9518126239144,Bajo
219563,TC_219563_3,3.10383185172934,0.0,437,4,0.9153318077803204,12781.37742885067,1.0,0.0,0.0,0.5,29.528767123287672,322.21384878849466,Bajo
337151,TC_337151_1,2.9552896393669914,0.0,309,1,0.3236245954692557,4376.817742446462,0.0,0.0,0.0,0.1,50.57808219178082,296.17621312763765,Bajo
337151,TC_337151_2,2.9552896393669914,0.0,267,2,0.7490636704119851,2050.3584558073485,0.0,0.0,0.0,0.1,50.57808219178082,297.02709127752314,Bajo
317748,TC_317748_1,2.4347593324262515,0.0,400,8,2.0,1500.7037972771927,1.0,0.0,0.0,0.18564,51.273972602739725,257.47593324262516,Bajo
317748,TC_317748_2,2.4347593324262515,0.0,264,3,1.1363636363636365,8061.874971308634,1.0,0.0,0.0,0.18564,51.273972602739725,255.74866051535244,Bajo
